time_s,max_C,mean_C,center_C,surface_C
171900,0.1565980163075451,0.120538315752658,0.1565980163075451,0.0530321182861583
171960,0.1565620081993432,0.1205148743161679,0.1565620081993432,0.053029708786947
172020,0.1565260298576741,0.1204914513034428,0.1565260298576741,0.0530273022820808
172080,0.156490081229602,0.1204680466917104,0.156490081229602,0.0530248987665682
172140,0.1564541622914225,0.1204446604582359,0.1564541622914225,0.0530224982354243
172200,0.1564182729905338,0.1204212925803225,0.1564182729905338,0.0530201006836774
172260,0.1563824133031965,0.1203979430353106,0.1563824133031965,0.0530177061063634
172320,0.1563465831771787,0.1203746118005787,0.1563465831771787,0.0530153144985316
172380,0.1563107825885597,0.1203512988535425,0.1563107825885597,0.0530129258552378
172440,0.1562750114855985,0.1203280041716554,0.1562750114855985,0.0530105401715522
172500,0.1562392698441215,0.1203047277324076,0.1562392698441215,0.0530081574425509
