time_s,max_C,mean_C,center_C,surface_C
187860,0.1560520443704231,0.125732833837031,0.1560520443704231,0.0531686299818308
187920,0.1560310234193438,0.1257182931814792,0.1560310234193438,0.0531667160059325
187980,0.1560100155481133,0.1257037611804136,0.1560100155481133,0.0531648039384393
188040,0.1559890207874874,0.1256892378252785,0.1559890207874874,0.0531628937767234
188100,0.155968039081453,0.1256747231075297,0.155968039081453,0.0531609855181599
188160,0.1559470704578432,0.125660217018635,0.1559470704578432,0.05315907916013
188220,0.1559261148632965,0.1256457195500735,0.1559261148632965,0.0531571747000171
188280,0.1559051723234308,0.1256312306933363,0.1559051723234308,0.0531552721352121
188340,0.1558842427868821,0.1256167504399258,0.1558842427868821,0.0531533714631081
188400,0.155863326277779,0.1256022787813562,0.155863326277779,0.053151472681103
188460,0.1558424227459875,0.1255878157091533,0.1558424227459875,0.0531495757866016
188520,0.155821532214733,0.1255733612148543,0.155821532214733,0.0531476807770098
188580,0.1558006546346828,0.1255589152900081,0.1558006546346828,0.0531457876497405
188640,0.1557797900283169,0.1255444779261749,0.1557797900283169,0.0531438964022111
188700,0.1557589383471418,0.1255300491149268,0.1557589383471418,0.0531420070318403
188760,0.1557380996128173,0.1255156288478469,0.1557380996128173,0.053140119536057
188820,0.1557172737777498,0.1255012171165301,0.1557172737777498,0.0531382339122884
188880,0.1556964608628807,0.1254868139125826,0.1556964608628807,0.0531363501579705
188940,0.1556756608213022,0.1254724192276221,0.1556756608213022,0.0531344682705425
189000,0.1556548736735045,0.1254580330532775,0.1556548736735045,0.0531325882474467
189060,0.1556340993729862,0.1254436553811894,0.1556340993729862,0.0531307100861326
189120,0.1556133379281071,0.12542928620301,0.1556133379281071,0.0531288337840325
189180,0.1555925893253853,0.1254149255104024,0.1555925893253853,0.0531269593386226
189240,0.1555718535471507,0.1254005732950415,0.1555718535471507,0.0531250867473578
189300,0.1555511305794247,0.1253862295486114,0.1555511305794247,0.0531232160077364
189360,0.1555304204122154,0.1253718942628108,0.1555304204122154,0.05312134711719
189420,0.1555097230302164,0.1253575674293459,0.1555097230302164,0.0531194800732326
189480,0.1554890384199453,0.1253432490399384,0.1554890384199453,0.0531176148732938
189540,0.1554683665710423,0.1253289390863179,0.1554683665710423,0.0531157515148884
189600,0.1554477074677298,0.1253146375602269,0.1554477074677298,0.0531138899954881
189660,0.1554270610996387,0.125300344453418,0.1554270610996387,0.0531120303125991
189720,0.155406427452222,0.1252860597576563,0.155406427452222,0.0531101724637015
189780,0.1553858065131718,0.1252717834647164,0.1553858065131718,0.0531083164463142
189840,0.1553651982700814,0.1252575155663858,0.1553651982700814,0.0531064622579207
189900,0.1553446027088942,0.1252432560544613,0.1553446027088942,0.0531046098960542
189960,0.1553240198184557,0.1252290049207527,0.1553240198184557,0.0531027593582019
